Territory,County,Subcounty,Brand,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,White Space Score,WEIGHT,AWS
CENTRAL,MURANG'A,KIGUMO,WHITE WASH (PWANI OIL PRODUCTS),1589.975,0.184020499,0.028136883,42.318709,0.184119714,7.791708616
CENTRAL,MURANG'A,KIHARU,WHITE WASH (PWANI OIL PRODUCTS),3003.25,0.347698188,0.053146807,42.318709,0.347777501,14.71749487
CENTRAL,MURANG'A,MARAGWA,WHITE WASH (PWANI OIL PRODUCTS),3810.075,0.441140193,0.067424731,42.318709,0.441208145,18.67135911
CENTRAL,MURANG'A,MATHIOYA,WHITE WASH (PWANI OIL PRODUCTS),161.525,0.018585326,0.002858416,42.318709,0.018704657,0.791556933
CENTRAL,MURANG'A,THIKA TOWN,WHITE WASH (PWANI OIL PRODUCTS),2.1,0.000121605,3.72E-05,42.318709,0.000243181,0.010291098
CENTRAL,NYANDARUA,KINANGOP,WHITE WASH (PWANI OIL PRODUCTS),664.825,0.076874747,0.01176503,42.318709,0.07698699,3.257990019
CENTRAL,NYANDARUA,KIPIPIRI,WHITE WASH (PWANI OIL PRODUCTS),725.55,0.08390758,0.012839646,42.318709,0.084018968,3.555574262
CENTRAL,NYANDARUA,LARI,WHITE WASH (PWANI OIL PRODUCTS),1.05,0,1.86E-05,42.318709,0.00012159,0.005145549
CENTRAL,NYANDARUA,NDARAGWA,WHITE WASH (PWANI OIL PRODUCTS),75.125,0.008578957,0.001329444,42.318709,0.008699504,0.36815177
CENTRAL,NYANDARUA,OL JOROK,WHITE WASH (PWANI OIL PRODUCTS),176.025,0.020264636,0.003115014,42.318709,0.020383762,0.862614512
CENTRAL,NYANDARUA,OL KALOU,WHITE WASH (PWANI OIL PRODUCTS),176.225,0.020287799,0.003118554,42.318709,0.020406923,0.863594617
CENTRAL,NYERI,KIENI,WHITE WASH (PWANI OIL PRODUCTS),1253.55,0.145057618,0.022183362,42.318709,0.14516157,6.143050259
CENTRAL,NYERI,MATHIRA,WHITE WASH (PWANI OIL PRODUCTS),778.975,0.090094968,0.013785078,42.318709,0.090205604,3.817384688
CENTRAL,NYERI,MUKURWENI,WHITE WASH (PWANI OIL PRODUCTS),434,0.050141873,0.007680251,42.318709,0.050257366,2.126826862
CENTRAL,NYERI,NDIA,WHITE WASH (PWANI OIL PRODUCTS),18.9,0.002067288,0.000334463,42.318709,0.002188627,0.092619879
CENTRAL,NYERI,NYERI TOWN,WHITE WASH (PWANI OIL PRODUCTS),2266.125,0.26232845,0.040102325,42.318709,0.262418144,11.10519706
CENTRAL,NYERI,OTHAYA,WHITE WASH (PWANI OIL PRODUCTS),265.65,0.030644507,0.004701057,42.318709,0.030762372,1.301823861
CENTRAL,NYERI,TETU,WHITE WASH (PWANI OIL PRODUCTS),357.425,0.04127338,0.006325147,42.318709,0.041389952,1.751569334
CENTRAL,MURANG'A,KIGUMO,,6.21,,,,,
CENTRAL,MURANG'A,KIHARU,,2.07,,,,,
CENTRAL,MURANG'A,MARAGWA,,6.21,,,,,
COAST,KILIFI,GANZE,AFRISENSE,3.53,0.029018563,0.00510088,56.16951953,0.031795357,1.785929915
COAST,KILIFI,GANZE,BELLEZA (PWANI OIL PRODUCTS),10.55804167,0.020042644,0.002567145,,0.022543598,
COAST,KILIFI,GANZE,DETREX,793.52,0.03246356,0.005486506,54.67270314,0.032482571,1.775909944
COAST,KILIFI,GANZE,FRESCO (PWANI OIL PRODUCTS),6.972291667,0.024800336,0.002963465,,0.029288703,
COAST,KILIFI,GANZE,FRESH FRI,128.305,0.002414787,0.000568021,35.23114298,0.002848996,0.100373395
COAST,KILIFI,GANZE,ONJA,10,0.003736112,0.001459428,47.35629313,0.003931977,0.186203846
COAST,KILIFI,GANZE,SALIT,44.553,0.000478066,0.0002412,47.68458925,0.000628926,0.02999007
COAST,KILIFI,GANZE,SAWA CANDLES,91.2,0.050161632,0.010299731,,0.05079648,
COAST,KILIFI,GANZE,SAWA GLYCERIN,5.1069375,0.010050935,0.002930233,,0.010513559,
COAST,KILIFI,GANZE,SAWA MILKING JELLY,58.41116667,0.021801848,0.0027388,,0.023083331,
COAST,KILIFI,GANZE,SAWA PETROLLEUM JELLY,2.7625,0.027662517,0.004723151,69.1779389,0.035665295,2.467251593
COAST,KILIFI,GANZE,SAWA SOAP,1633.61,0.038661903,0.005649813,,0.043024149,
COAST,KILIFI,GANZE,USHINDI BAR,102.3,0.017030335,0.002541271,47.44673382,0.018127691,0.860099741
COAST,KILIFI,GANZE,USHINDI LIQUID DISHWASH,110.809,0.031856823,0.005852756,,0.032799448,
COAST,KILIFI,GANZE,USHINDI PASTE DISHWASH,15,0.004490097,0.001510087,,0.004612546,
COAST,KILIFI,GANZE,WHITE WASH (PWANI OIL PRODUCTS),621.55,0.026269998,0.002715797,21.09236349,0.026407555,0.556997748
COAST,KILIFI,KALOLENI,4U SOAP,726,0.612565445,0.145498271,,0.620512821,
COAST,KILIFI,KALOLENI,AFRISENSE,15.91,0.140847297,0.022990084,56.16951953,0.143304285,8.049332844
COAST,KILIFI,KALOLENI,BELLEZA (PWANI OIL PRODUCTS),203.1925,0.432409382,0.049405439,,0.433857933,
COAST,KILIFI,KALOLENI,DETREX,12887.67,0.527544719,0.089107109,54.67270314,0.527554002,28.84280335
COAST,KILIFI,KALOLENI,DIVA GLYCERIN,1.126083333,0.014732523,0.008941889,,0.042972125,
COAST,KILIFI,KALOLENI,FRESCO (PWANI OIL PRODUCTS),121.6166875,0.508617066,0.051691292,,0.510878661,
COAST,KILIFI,KALOLENI,FRESH FRI,5048.081833,0.111705378,0.022348431,35.23114298,0.112092017,3.949129883
COAST,KILIFI,KALOLENI,ONJA,253.25,0.099400256,0.036960012,47.35629313,0.099577312,4.7156124
COAST,KILIFI,KALOLENI,POPCO,2179.452,0.549358062,0.072678017,46.66201269,0.554671816,25.88210334
COAST,KILIFI,KALOLENI,SALIT,6633.536,0.093504511,0.035912517,47.68458925,0.09364133,4.465248363
COAST,KILIFI,KALOLENI,SAWA CANDLES,16.8,0.008694683,0.001897319,,0.009357246,
COAST,KILIFI,KALOLENI,SAWA GLYCERIN,11.43711806,0.023088856,0.006562333,,0.023545387,
COAST,KILIFI,KALOLENI,SAWA MILKING JELLY,1748.044722,0.690398882,0.081962841,,0.690804474,
COAST,KILIFI,KALOLENI,SAWA PETROLLEUM JELLY,5.33375,0.061134163,0.009119314,69.1779389,0.068861454,4.763693461
COAST,KILIFI,KALOLENI,SAWA SOAP,12071.9025,0.314826845,0.041750472,,0.317935943,
COAST,KILIFI,KALOLENI,USHINDI BAR,1926.725,0.3406821,0.047862463,47.44673382,0.341418142,16.1991757
COAST,KILIFI,KALOLENI,USHINDI LIQUID DISHWASH,201.74275,0.058799433,0.010655733,,0.059715825,
COAST,KILIFI,KALOLENI,USHINDI PASTE DISHWASH,54.4,0.016607209,0.005476584,,0.016728167,
COAST,KILIFI,KALOLENI,WHITE WASH (PWANI OIL PRODUCTS),9151.55,0.38873202,0.039986727,21.09236349,0.388818373,8.201098453
COAST,KILIFI,KILIFI NORTH,4U SOAP,144.75,0.105366492,0.029009469,,0.123717949,
COAST,KILIFI,KILIFI NORTH,AFRISENSE,52.5275,0.471613748,0.075902679,56.16951953,0.473124817,26.57519365
COAST,KILIFI,KILIFI NORTH,BELLEZA (PWANI OIL PRODUCTS),282.9754375,0.603198294,0.06880434,,0.604210974,
COAST,KILIFI,KILIFI NORTH,DETREX,13136.871,0.537745909,0.090830119,54.67270314,0.537754991,29.40051901
COAST,KILIFI,KILIFI NORTH,FRESCO (PWANI OIL PRODUCTS),141.2387083,0.591424968,0.060031328,,0.593305439,
COAST,KILIFI,KILIFI NORTH,FRESH FRI,18955.22333,0.420646162,0.083916924,35.23114298,0.420898331,14.82872928
COAST,KILIFI,KILIFI NORTH,FRYMATE,27,0.007060974,0.002331284,37.2025893,0.011168101,0.41548226
COAST,KILIFI,KILIFI NORTH,NDUME,19.21,0.013761829,0.004256969,48.19629137,0.013761829,0.663269138
COAST,KILIFI,KILIFI NORTH,ONJA,239.25,0.093894406,0.034916813,47.35629313,0.094072545,4.454927015
COAST,KILIFI,KILIFI NORTH,POPCO,3346.626,0.849948956,0.111599678,46.66201269,0.851718286,39.74288948
COAST,KILIFI,KILIFI NORTH,SALIT,1444.802167,0.02024746,0.007821844,47.68458925,0.020395336,0.972543227
COAST,KILIFI,KILIFI NORTH,SAWA BODY WASH,7.7625,0.087151308,0.054002818,,0.099228753,
COAST,KILIFI,KILIFI NORTH,SAWA CANDLES,1795.4,1,0.202764665,,1,
COAST,KILIFI,KILIFI NORTH,SAWA GLYCERIN,35.38478472,0.072412531,0.020302908,,0.072846012,
COAST,KILIFI,KILIFI NORTH,SAWA MILKING JELLY,964.4275556,0.380317379,0.045220366,,0.381129191,
COAST,KILIFI,KILIFI NORTH,SAWA PETROLLEUM JELLY,77.45625,1,0.132429879,69.1779389,1,69.1779389
COAST,KILIFI,KILIFI NORTH,SAWA SOAP,18740.948,0.491269168,0.064815253,,0.493577626,
COAST,KILIFI,KILIFI NORTH,USHINDI BAR,1541.55,0.272352315,0.038294194,47.44673382,0.273164638,12.96076985
COAST,KILIFI,KILIFI NORTH,USHINDI DETERGENT,0,0,,58.84357168,,
COAST,KILIFI,KILIFI NORTH,USHINDI LIQUID DISHWASH,3378.38,1,0.178440686,,1,
COAST,KILIFI,KILIFI NORTH,USHINDI PASTE DISHWASH,592.4,0.182064215,0.059638384,,0.182164822,
COAST,KILIFI,KILIFI NORTH,WHITE WASH (PWANI OIL PRODUCTS),12143,0.515846559,0.05305755,21.09236349,0.515914955,10.88186575
COAST,KILIFI,KILIFI NORTH,,3.105,,,,,
COAST,KILIFI,KILIFI SOUTH,4U SOAP,36,0.010471204,0.00721479,,0.030769231,
COAST,KILIFI,KILIFI SOUTH,AFRISENSE,17.455,0.154803306,0.025222622,56.16951953,0.157220383,8.830993388
COAST,KILIFI,KILIFI SOUTH,BELLEZA (PWANI OIL PRODUCTS),270.6245208,0.576759062,0.065801264,,0.577839217,
COAST,KILIFI,KILIFI SOUTH,DETREX,6677.732,0.273337247,0.04617075,54.67270314,0.273351524,14.94486675
COAST,KILIFI,KILIFI SOUTH,DIVA (PWANI OIL PRODUCTS),4.8,0.006540698,0.004460303,47.26637893,0.008701958,0.411310041
COAST,KILIFI,KILIFI SOUTH,DIVA GLYCERIN,0.751083333,0,0.005964127,,0.028661863,
COAST,KILIFI,KILIFI SOUTH,FRESCO (PWANI OIL PRODUCTS),168.2314375,0.705338377,0.07150417,,0.706694561,
COAST,KILIFI,KILIFI SOUTH,FRESH FRI,9411.798667,0.20864335,0.0416671,35.23114298,0.208987796,7.36287893
COAST,KILIFI,KILIFI SOUTH,FRYMATE,1568,0.647117461,0.135387166,37.2025893,0.648577101,24.12874753
COAST,KILIFI,KILIFI SOUTH,NDUME,236.4,0.169354319,0.052386651,48.19629137,0.169354319,8.162250091
COAST,KILIFI,KILIFI SOUTH,ONJA,279.75,0.109822043,0.040827496,47.35629313,0.109997051,5.209052591
COAST,KILIFI,KILIFI SOUTH,POPCO,453.486,0.10485736,0.015122363,46.66201269,0.115412454,5.385377385
COAST,KILIFI,KILIFI SOUTH,RAINBOW WASHING POWDER,216,1,0.380952381,,1,
COAST,KILIFI,KILIFI SOUTH,SALIT,7863.113,0.110864273,0.042569178,47.68458925,0.110998472,5.292916546
COAST,KILIFI,KILIFI SOUTH,SAWA BODY WASH,6.479166667,0.070526384,0.045074815,,0.082823785,
COAST,KILIFI,KILIFI SOUTH,SAWA CANDLES,528.2,0.293724222,0.05965261,,0.294196279,
COAST,KILIFI,KILIFI SOUTH,SAWA GLYCERIN,82.8499375,0.170173862,0.047537229,,0.170561657,
COAST,KILIFI,KILIFI SOUTH,SAWA MILKING JELLY,1070.340667,0.422227763,0.050186451,,0.422984671,
COAST,KILIFI,KILIFI SOUTH,SAWA PETROLLEUM JELLY,21.86625,0.276348548,0.037385554,69.1779389,0.282304527,19.5292453
COAST,KILIFI,KILIFI SOUTH,SAWA SOAP,16769.1975,0.439102746,0.057995987,,0.44164792,
COAST,KILIFI,KILIFI SOUTH,USHINDI BAR,3151.3,0.55792088,0.078282568,47.44673382,0.558414403,26.49493954
COAST,KILIFI,KILIFI SOUTH,USHINDI LIQUID DISHWASH,1793.96375,0.530555945,0.094754327,,0.531013015,
COAST,KILIFI,KILIFI SOUTH,USHINDI PASTE DISHWASH,385.4,0.118403248,0.038799179,,0.118511685,
COAST,KILIFI,KILIFI SOUTH,WHITE WASH (PWANI OIL PRODUCTS),8593.375,0.365013704,0.03754784,21.09236349,0.365103407,7.700893774
COAST,KILIFI,MAGARINI,4U SOAP,71.25,0.041230366,0.014279273,,0.060897436,
COAST,KILIFI,MAGARINI,AFRISENSE,20.465,0.181992683,0.029572097,56.16951953,0.184332005,10.35384014
COAST,KILIFI,MAGARINI,BELLEZA (PWANI OIL PRODUCTS),39.84166667,0.082729211,0.009687341,,0.085070183,
COAST,KILIFI,MAGARINI,DETREX,2036.56,0.083348135,0.014081054,54.67270314,0.083366146,4.557852551
COAST,KILIFI,MAGARINI,DIVA (PWANI OIL PRODUCTS),4.8,0.006540698,0.004460303,47.26637893,0.008701958,0.411310041
COAST,KILIFI,MAGARINI,FRESCO (PWANI OIL PRODUCTS),23.6061875,0.094997898,0.010033445,,0.09916318,
COAST,KILIFI,MAGARINI,FRESH FRI,13264.77183,0.294235386,0.05872465,35.23114298,0.294542577,10.37707164
COAST,KILIFI,MAGARINI,FRYMATE,50,0.016614055,0.004317193,37.2025893,0.020681668,0.769411592
COAST,KILIFI,MAGARINI,ONJA,105.75,0.041392193,0.01543345,47.35629313,0.041580655,1.969105671
COAST,KILIFI,MAGARINI,POPCO,493.618,0.115192849,0.016460641,46.66201269,0.125626071,5.86196534
COAST,KILIFI,MAGARINI,SALIT,524.3698333,0.007252352,0.002838824,47.68458925,0.007402189,0.352970352
COAST,KILIFI,MAGARINI,SAWA BODY WASH,2.07,0.013407894,0.014400751,,0.026461001,
COAST,KILIFI,MAGARINI,SAWA CANDLES,491,0.272990748,0.055451404,,0.273476663,
COAST,KILIFI,MAGARINI,SAWA GLYCERIN,4.716194444,0.009246144,0.002706035,,0.009709144,
COAST,KILIFI,MAGARINI,SAWA MILKING JELLY,169.167,0.065628523,0.007931953,,0.066852592,
COAST,KILIFI,MAGARINI,SAWA PETROLLEUM JELLY,15.10875,0.188381743,0.025832001,69.1779389,0.195061728,13.49396833
COAST,KILIFI,MAGARINI,SAWA SOAP,4381.2215,0.111355207,0.015152381,,0.115387594,
COAST,KILIFI,MAGARINI,USHINDI BAR,182.075,0.031182367,0.00452299,47.44673382,0.032263924,1.530817795
COAST,KILIFI,MAGARINI,USHINDI LIQUID DISHWASH,417.4475833,0.122710259,0.022048921,,0.123564425,
COAST,KILIFI,MAGARINI,USHINDI PASTE DISHWASH,120.6,0.036966417,0.012141103,,0.037084871,
COAST,KILIFI,MAGARINI,WHITE WASH (PWANI OIL PRODUCTS),2074.5,0.088009646,0.009064308,21.09236349,0.088138481,1.859048876
COAST,KILIFI,MAGARINI,,1.035,,,,,
COAST,KILIFI,MALINDI,4U SOAP,111.75,0.076570681,0.022395912,,0.095512821,
COAST,KILIFI,MALINDI,AFRISENSE,19.4975,0.173253241,0.028174051,56.16951953,0.175617555,9.864353685
COAST,KILIFI,MALINDI,BELLEZA (PWANI OIL PRODUCTS),107.1740833,0.226865672,0.026058947,,0.228838792,
COAST,KILIFI,MALINDI,DETREX,8525.303,0.348968654,0.058945108,54.67270314,0.348981446,19.07975902
COAST,KILIFI,MALINDI,FRESCO (PWANI OIL PRODUCTS),67.531625,0.280369903,0.028703273,,0.283682008,
COAST,KILIFI,MALINDI,FRESH FRI,8423.569667,0.186690295,0.037292099,35.23114298,0.187044297,6.589784356
COAST,KILIFI,MALINDI,FRYMATE,10,0,0.000863439,37.2025893,0.004136334,0.153882318
COAST,KILIFI,MALINDI,ONJA,178.75,0.070101268,0.026087274,47.35629313,0.070284085,3.328393747
COAST,KILIFI,MALINDI,POPCO,1074.564,0.26480814,0.035833403,46.66201269,0.27347717,12.76099519
COAST,KILIFI,MALINDI,SALIT,681.649,0.009472895,0.003690299,47.68458925,0.009622397,0.458840064
COAST,KILIFI,MALINDI,SAWA BODY WASH,1.035,0,0.007200376,,0.0132305,
COAST,KILIFI,MALINDI,SAWA CANDLES,786,0.43740943,0.08876742,,0.437785452,
COAST,KILIFI,MALINDI,SAWA GLYCERIN,24.0605625,0.049088661,0.013805351,,0.049533042,
COAST,KILIFI,MALINDI,SAWA MILKING JELLY,434.9729444,0.170809357,0.020395141,,0.171895634,
COAST,KILIFI,MALINDI,SAWA PETROLLEUM JELLY,29.325,0.373443983,0.050138061,69.1779389,0.378600823,26.1908246
COAST,KILIFI,MALINDI,SAWA SOAP,12765.358,0.333173534,0.044148776,,0.33619938,
COAST,KILIFI,MALINDI,USHINDI BAR,850.5,0.149760511,0.021127574,47.44673382,0.150709691,7.1506826
COAST,KILIFI,MALINDI,USHINDI LIQUID DISHWASH,1080.134,0.319056515,0.057050969,,0.319719511,
COAST,KILIFI,MALINDI,USHINDI PASTE DISHWASH,345.4,0.106101612,0.034772279,,0.106211562,
COAST,KILIFI,MALINDI,WHITE WASH (PWANI OIL PRODUCTS),9045.65,0.384232052,0.039524008,21.09236349,0.38431904,8.106196898
COAST,KILIFI,MALINDI,,0.5175,,,,,
COAST,KILIFI,RABAI,4U SOAP,1170,1,0.234480685,,1,
COAST,KILIFI,RABAI,AFRISENSE,12.83,0.113025609,0.018539458,56.16951953,0.115562161,6.491071049
COAST,KILIFI,RABAI,BELLEZA (PWANI OIL PRODUCTS),161.8567708,0.343923241,0.039354823,,0.345597618,
COAST,KILIFI,RABAI,DETREX,24429.101,1,0.168906138,54.67270314,1,54.67270314
COAST,KILIFI,RABAI,FRESCO (PWANI OIL PRODUCTS),162.8528125,0.682639765,0.069218069,,0.684100418,
COAST,KILIFI,RABAI,FRESH FRI,5861.987333,0.129785916,0.025951683,35.23114298,0.130164686,4.585850649
COAST,KILIFI,RABAI,NDUME,20,0.014327777,0.004432035,48.19629137,0.014327777,0.690545693
COAST,KILIFI,RABAI,ONJA,93.5,0.036574575,0.013645651,47.35629313,0.036763983,1.74100596
COAST,KILIFI,RABAI,POPCO,3325.31,0.84445929,0.110888855,46.66201269,0.846293352,39.48975111
COAST,KILIFI,RABAI,SALIT,16077.28533,0.226835926,0.087038915,47.68458925,0.226952621,10.82214252
COAST,KILIFI,RABAI,SAWA GLYCERIN,35.73596528,0.073135838,0.020504406,,0.073568981,
COAST,KILIFI,RABAI,SAWA MILKING JELLY,2058.849778,0.813386105,0.09653596,,0.813630578,
COAST,KILIFI,RABAI,SAWA PETROLLEUM JELLY,6.035,0.070262794,0.010318268,69.1779389,0.077914952,5.389995788
COAST,KILIFI,RABAI,SAWA SOAP,15651.371,0.409528514,0.054130003,,0.412207885,
COAST,KILIFI,RABAI,USHINDI BAR,2538.575,0.449223878,0.063061648,47.44673382,0.449838747,21.34337928
COAST,KILIFI,RABAI,USHINDI LIQUID DISHWASH,250.9643333,0.073383214,0.013255539,,0.074285407,
COAST,KILIFI,RABAI,USHINDI PASTE DISHWASH,16.8,0.005043671,0.001691298,,0.005166052,
COAST,KILIFI,RABAI,WHITE WASH (PWANI OIL PRODUCTS),14352.875,0.609749931,0.062713364,21.09236349,0.609805061,12.86223
COAST,KILIFI,,AFRISENSE,1.625,0.011810668,,56.16951953,0.014636673,0.822134876
COAST,KILIFI,,BELLEZA (PWANI OIL PRODUCTS),6.474270833,0.01130064,,,0.013823905,
COAST,KILIFI,,DETREX,185.28,0.007564897,,54.67270314,0.007584397,0.414659485
COAST,KILIFI,,FRESCO (PWANI OIL PRODUCTS),2.191291667,0.004623792,,,0.009205021,
COAST,KILIFI,,FRESH FRI,122.071,0.002276302,,35.23114298,0.002710571,0.095496517
COAST,KILIFI,,ONJA,9.5,0.003539475,,47.35629313,0.003735378,0.176893654
COAST,KILIFI,,SALIT,16.04,7.55E-05,,47.68458925,0.000226426,0.010797045
COAST,KILIFI,,SAWA CANDLES,14.4,0.007357039,,,0.008020497,
COAST,KILIFI,,SAWA GLYCERIN,0.227,0,,,0.000467321,
COAST,KILIFI,,SAWA MILKING JELLY,17.59933333,0.005652387,,,0.006955027,
COAST,KILIFI,,SAWA PETROLLEUM JELLY,1.12625,0.006362379,,69.1779389,0.014540466,1.005879496
COAST,KILIFI,,SAWA SOAP,399.438,0.006009528,,,0.010519941,
COAST,KILIFI,,USHINDI BAR,38.05,0.005632429,,47.44673382,0.006742509,0.319910021
COAST,KILIFI,,USHINDI LIQUID DISHWASH,23.434,0.00596863,,,0.006936461,
COAST,KILIFI,,WHITE WASH (PWANI OIL PRODUCTS),172.5,0.007188688,,21.09236349,0.007328941,0.154584686
COAST,KWALE,KINANGO,4U SOAP,655.5,0.55104712,0.131369307,,0.56025641,
COAST,KWALE,KINANGO,AFRISENSE,15.505,0.137188926,0.022404855,56.16951953,0.139656376,7.844431537
COAST,KWALE,KINANGO,BELLEZA (PWANI OIL PRODUCTS),296.7208125,0.632622601,0.072146473,,0.633560187,
COAST,KWALE,KINANGO,DETREX,8546.319,0.349828957,0.059090416,54.67270314,0.349841732,19.12679315
COAST,KWALE,KINANGO,DIVA (PWANI OIL PRODUCTS),25.2,0.043604651,0.023416592,47.26637893,0.045685279,2.159377718
COAST,KWALE,KINANGO,DIVA GLYCERIN,9.008666667,0.324413427,0.071535109,,0.343776997,
COAST,KWALE,KINANGO,FRESCO (PWANI OIL PRODUCTS),163.0520208,0.683480454,0.069302739,,0.684937238,
COAST,KWALE,KINANGO,FRESH FRI,2952.839667,0.065160532,0.013072556,35.23114298,0.06556743,2.310015517
COAST,KWALE,KINANGO,FRYMATE,225,0.089300548,0.019427368,37.2025893,0.093067505,3.462352164
COAST,KWALE,KINANGO,MPISHI POA,5,0,0.021639776,47.19936714,0.049737387,2.347573171
COAST,KWALE,KINANGO,NDUME,33.6,0.024070665,0.007445818,48.19629137,0.024070665,1.160116764
COAST,KWALE,KINANGO,ONJA,236.25,0.092714581,0.034478984,47.35629313,0.092892952,4.399065861
COAST,KWALE,KINANGO,POPCO,3642.528,0.926154772,0.121467099,46.66201269,0.927025519,43.25687654
COAST,KWALE,KINANGO,SALIT,6100.706,0.08598176,0.033027891,47.68458925,0.086119714,4.106583198
COAST,KWALE,KINANGO,SAWA CANDLES,60,0.032772266,0.006776139,,0.033418737,
COAST,KWALE,KINANGO,SAWA GLYCERIN,50.35177083,0.103239198,0.028890591,,0.103658273,
COAST,KWALE,KINANGO,SAWA MILKING JELLY,2371.308667,0.937027759,0.111186626,,0.937110255,
COAST,KWALE,KINANGO,SAWA PETROLLEUM JELLY,16.76625,0.209958506,0.028665892,69.1779389,0.216460905,14.97431928
COAST,KWALE,KINANGO,SAWA SOAP,12887.424,0.336403023,0.044570939,,0.339414215,
COAST,KWALE,KINANGO,USHINDI BAR,1754,0.310040802,0.04357174,47.44673382,0.31081105,14.74696917
COAST,KWALE,KINANGO,USHINDI LIQUID DISHWASH,169.992,0.049392056,0.008978708,,0.050317608,
COAST,KWALE,KINANGO,USHINDI PASTE DISHWASH,9.2,0.00270636,0.000926187,,0.002829028,
COAST,KWALE,KINANGO,WHITE WASH (PWANI OIL PRODUCTS),13295.37,0.564813776,0.058092708,21.09236349,0.564875254,11.91455418
COAST,KWALE,LUNGA LUNGA,AFRISENSE,16.2125,0.143579784,0.023427199,56.16951953,0.146028958,8.202376414
COAST,KWALE,LUNGA LUNGA,BELLEZA (PWANI OIL PRODUCTS),140.0434583,0.297228145,0.034051004,,0.299021693,
COAST,KWALE,LUNGA LUNGA,DETREX,3138.751,0.128466973,0.021701753,54.67270314,0.128484098,7.024572933
COAST,KWALE,LUNGA LUNGA,DIVA (PWANI OIL PRODUCTS),4.4,0.005813953,0.004088611,47.26637893,0.007976795,0.377034205
COAST,KWALE,LUNGA LUNGA,FRESCO (PWANI OIL PRODUCTS),68.52766667,0.28457335,0.029126625,,0.287866109,
COAST,KWALE,LUNGA LUNGA,FRESH FRI,1092.399333,0.023831702,0.004836176,35.23114298,0.024256589,0.854587345
COAST,KWALE,LUNGA LUNGA,FRYKING,12,0,0.5,,1,
COAST,KWALE,LUNGA LUNGA,FRYMATE,144,0.055657086,0.012433515,37.2025893,0.059563203,2.215905385
COAST,KWALE,LUNGA LUNGA,MPISHI POA,100.528,1,0.435080673,47.19936714,1,47.19936714
COAST,KWALE,LUNGA LUNGA,ONJA,153,0.059974437,0.022329247,47.35629313,0.060159245,2.848918844
COAST,KWALE,LUNGA LUNGA,POPCO,791.202,0.191831843,0.026384152,46.66201269,0.201361375,9.395927014
COAST,KWALE,LUNGA LUNGA,SALIT,1157.8905,0.016196703,0.006268567,47.68458925,0.01634519,0.779413673
COAST,KWALE,LUNGA LUNGA,SAWA BODY WASH,4.14,0.040223681,0.028801503,,0.052922002,
COAST,KWALE,LUNGA LUNGA,SAWA CANDLES,715.2,0.397948947,0.080771576,,0.398351342,
COAST,KWALE,LUNGA LUNGA,SAWA GLYCERIN,43.50504167,0.089137372,0.024962109,,0.089563037,
COAST,KWALE,LUNGA LUNGA,SAWA MILKING JELLY,384.5225,0.150845847,0.018029605,,0.151958277,
COAST,KWALE,LUNGA LUNGA,SAWA PETROLLEUM JELLY,26.775,0.340248963,0.04577823,69.1779389,0.345679012,23.9133616
COAST,KWALE,LUNGA LUNGA,SAWA SOAP,6627.8635,0.170794407,0.022922354,,0.174557079,
COAST,KWALE,LUNGA LUNGA,USHINDI BAR,228.975,0.039502395,0.00568805,47.44673382,0.040574664,1.925135271
COAST,KWALE,LUNGA LUNGA,USHINDI LIQUID DISHWASH,60.474,0.01694315,0.003194141,,0.017900295,
COAST,KWALE,LUNGA LUNGA,USHINDI PASTE DISHWASH,5.8,0.001660721,0.0005839,,0.001783518,
COAST,KWALE,LUNGA LUNGA,WHITE WASH (PWANI OIL PRODUCTS),16515.875,0.701661461,0.072164363,21.09236349,0.701703607,14.80058754
COAST,KWALE,MATUGA,4U SOAP,48,0.020942408,0.00961972,,0.041025641,
COAST,KWALE,MATUGA,AFRISENSE,19.6325,0.174472698,0.028369127,56.16951953,0.176833525,9.932654121
COAST,KWALE,MATUGA,BELLEZA (PWANI OIL PRODUCTS),107.8713125,0.228358209,0.026228476,,0.23032752,
COAST,KWALE,MATUGA,DETREX,4581.84,0.187540672,0.031679467,54.67270314,0.187556636,10.25422827
COAST,KWALE,MATUGA,DIVA (PWANI OIL PRODUCTS),54.4,0.096656977,0.050550104,47.26637893,0.09862219,4.661513803
COAST,KWALE,MATUGA,DIVA GLYCERIN,2.252166667,0.058972652,0.017883777,,0.085944249,
COAST,KWALE,MATUGA,FRESCO (PWANI OIL PRODUCTS),68.82647917,0.285834384,0.02925363,,0.289121339,
COAST,KWALE,MATUGA,FRESH FRI,2236.020167,0.049236715,0.009899115,35.23114298,0.049650544,1.749245426
COAST,KWALE,MATUGA,FRYMATE,550,0.224289749,0.047489121,37.2025893,0.227498345,8.463527513
COAST,KWALE,MATUGA,NDUME,165.6,0.11863399,0.036697248,48.19629137,0.11863399,5.717718338
COAST,KWALE,MATUGA,ONJA,523.75,0.205781142,0.076437536,47.35629313,0.205937285,9.752426433
COAST,KWALE,MATUGA,POPCO,532.82,0.125288828,0.017767907,46.66201269,0.135603004,6.327509071
COAST,KWALE,MATUGA,SALIT,2512.1885,0.035317336,0.01360044,47.68458925,0.035462938,1.691035609
COAST,KWALE,MATUGA,SAWA BODY WASH,3.6275,0.033584506,0.025236099,,0.046370667,
