Territory,County,Subcounty,Brand,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,White Space Score,WEIGHT,AWS
NYANZA,KAKAMEGA,MUMIAS WEST,FRESH FRI,904.9113333,0.022435679,0.001946806,39.98659082,0.022457295,0.897990657
NYANZA,KAKAMEGA,MUMIAS WEST,FRYMATE,6,0.002036142,0.000404463,49.7624333,0.003051106,0.15183046
NYANZA,KAKAMEGA,MUMIAS WEST,ONJA,49.25,0.037634409,0.005041071,53.79714347,0.037819159,2.034562731
NYANZA,KAKAMEGA,MUMIAS WEST,RAINBOW WASHING POWDER,10.56,0.083901774,0.038978296,,0.089491525,
NYANZA,KAKAMEGA,MUMIAS WEST,SALIT,928.0021667,0.01460043,0.000765357,33.40488856,0.014655894,0.489578519
NYANZA,KAKAMEGA,MUMIAS WEST,SAWA CANDLES,346,0.310344828,0.022109756,,0.31059246,
NYANZA,KAKAMEGA,MUMIAS WEST,SAWA GLYCERIN,128.4334583,0.041864799,0.004109223,,0.041884499,
NYANZA,KAKAMEGA,MUMIAS WEST,SAWA HANDWASH,75.555,0.172842775,0.020131193,,0.174809171,
NYANZA,KAKAMEGA,MUMIAS WEST,SAWA MILKING JELLY,152.1212778,0.033148517,0.003607904,,0.033166435,
NYANZA,KAKAMEGA,MUMIAS WEST,SAWA PETROLLEUM JELLY,16.59625,0.050090253,0.005753986,66.6946847,0.050335138,3.357086153
NYANZA,KAKAMEGA,MUMIAS WEST,SAWA SOAP,1611.089,0.033070938,0.00544293,,0.033072327,
NYANZA,KAKAMEGA,MUMIAS WEST,USHINDI BAR,238.025,0.038128723,0.002880222,54.97061151,0.038209787,2.100415336
NYANZA,KAKAMEGA,MUMIAS WEST,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KAKAMEGA,MUMIAS WEST,USHINDI LIQUID DISHWASH,19.62925,0.013828098,0.001243768,,0.013972707,
NYANZA,KAKAMEGA,MUMIAS WEST,USHINDI PASTE DISHWASH,33.8,0.050713635,0.003227901,,0.051289833,
NYANZA,KAKAMEGA,MUMIAS WEST,WHITE WASH (PWANI OIL PRODUCTS),42.475,0.006021644,0.000859613,45.05765285,0.006173333,0.278155893
NYANZA,KAKAMEGA,MUMIAS WEST,ZESTA TOMATO SAUCE,0,0,,,,
NYANZA,KAKAMEGA,NAVAKHOLO,BELLEZA (PWANI OIL PRODUCTS),2.788916667,0.002274381,0.000238869,,0.002546612,
NYANZA,KAKAMEGA,NAVAKHOLO,DETREX,2.48,0.000621324,4.50E-05,64.44629121,0.000642021,0.041375901
NYANZA,KAKAMEGA,NAVAKHOLO,DIVA GLYCERIN,0.502194444,0.000478167,0.000350523,,0.00189062,
NYANZA,KAKAMEGA,NAVAKHOLO,FRESCO (PWANI OIL PRODUCTS),0.398416667,0.000353045,6.32E-05,,0.000705841,
NYANZA,KAKAMEGA,NAVAKHOLO,FRESH FRI,62.37733333,0.001525948,0.000134197,39.98659082,0.001548026,0.061900277
NYANZA,KAKAMEGA,NAVAKHOLO,ONJA,2,0.001344086,0.000204714,53.79714347,0.001535803,0.082621837
NYANZA,KAKAMEGA,NAVAKHOLO,SALIT,118.9505,0.001822396,9.81E-05,33.40488856,0.00187858,0.062753743
NYANZA,KAKAMEGA,NAVAKHOLO,SAWA GLYCERIN,2.950729167,0.000941745,9.44E-05,,0.000962287,
NYANZA,KAKAMEGA,NAVAKHOLO,SAWA MILKING JELLY,3.454388889,0.000734629,8.19E-05,,0.000753148,
NYANZA,KAKAMEGA,NAVAKHOLO,SAWA PETROLLEUM JELLY,0.1275,0.000128932,4.42E-05,66.6946847,0.000386698,0.025790675
NYANZA,KAKAMEGA,NAVAKHOLO,SAWA SOAP,62.905,0.001289875,0.000212519,,0.00129131,
NYANZA,KAKAMEGA,NAVAKHOLO,USHINDI BAR,13.6,0.002099087,0.000164567,54.97061151,0.002183187,0.120011127
NYANZA,KAKAMEGA,NAVAKHOLO,WHITE WASH (PWANI OIL PRODUCTS),34.3,0.004833305,0.000694167,45.05765285,0.004985175,0.224620297
NYANZA,KAKAMEGA,SABATIA,AFRISENSE,0.75,0.001678683,0.000205649,62.1519591,0.002515913,0.156368931
NYANZA,KAKAMEGA,SABATIA,DETREX,0.24,4.14E-05,4.36E-06,64.44629121,6.21E-05,0.004004119
NYANZA,KAKAMEGA,SABATIA,SAWA CANDLES,0.4,0,2.56E-05,,0.000359066,
NYANZA,KAKAMEGA,SABATIA,SAWA PETROLLEUM JELLY,0.255,0.00051573,8.84E-05,66.6946847,0.000773395,0.051581349
NYANZA,KAKAMEGA,SABATIA,SAWA SOAP,0.42,7.18E-06,1.42E-06,,8.62E-06,
NYANZA,KAKAMEGA,SABATIA,USHINDI BAR,0.525,0,6.35E-06,54.97061151,8.43E-05,0.004632782
NYANZA,KAKAMEGA,SHINYALU,AFRISENSE,41.2075,0.137509338,0.011299052,62.1519591,0.138232655,8.591430312
NYANZA,KAKAMEGA,SHINYALU,BELLEZA (PWANI OIL PRODUCTS),199.1087292,0.181586608,0.017053549,,0.181809914,
NYANZA,KAKAMEGA,SHINYALU,DETREX,459.93575,0.119049745,0.008351271,64.44629121,0.119067989,7.673490317
NYANZA,KAKAMEGA,SHINYALU,DIVA (PWANI OIL PRODUCTS),20.2,0.11023622,0.01836564,54.30539415,0.1132287,6.148929158
NYANZA,KAKAMEGA,SHINYALU,DIVA GLYCERIN,22.84984722,0.084729825,0.015948788,,0.08602322,
NYANZA,KAKAMEGA,SHINYALU,FRESCO (PWANI OIL PRODUCTS),76.29679167,0.134863195,0.012108375,,0.135168519,
NYANZA,KAKAMEGA,SHINYALU,FRESH FRI,3007.3155,0.074612453,0.006469872,39.98659082,0.074632915,2.984315836
NYANZA,KAKAMEGA,SHINYALU,FRYKING,24,0.47826087,0.099173554,,0.5,
NYANZA,KAKAMEGA,SHINYALU,FRYMATE,12,0.005090354,0.000808925,49.7624333,0.006102212,0.30366092
NYANZA,KAKAMEGA,SHINYALU,MPISHI POA,175.605,0.06970714,0.012047451,49.67336696,0.07048922,3.501436881
NYANZA,KAKAMEGA,SHINYALU,NDUME,2098,0.031642887,0.002162567,15.33899468,0.031642887,0.485370079
NYANZA,KAKAMEGA,SHINYALU,ONJA,35.5,0.027073733,0.003633665,53.79714347,0.027260511,1.466537603
NYANZA,KAKAMEGA,SHINYALU,POPCO,1323.998,0.15959672,0.014367839,42.35977946,0.161238342,6.830020589
NYANZA,KAKAMEGA,SHINYALU,POPCO BAR,30,0,0.001580112,,0.007575758,
NYANZA,KAKAMEGA,SHINYALU,RAINBOW WASHING POWDER,1.92,0.010231924,0.007086963,,0.016271186,
NYANZA,KAKAMEGA,SHINYALU,SALIT,4716.166333,0.074430096,0.003889595,33.40488856,0.074482192,2.488069332
NYANZA,KAKAMEGA,SHINYALU,SAWA BODY WASH,9.33,0.086390889,0.01619937,,0.12422057,
NYANZA,KAKAMEGA,SHINYALU,SAWA CANDLES,203.4,0.182291667,0.01299747,,0.182585278,
NYANZA,KAKAMEGA,SHINYALU,SAWA GLYCERIN,151.9505278,0.049534303,0.00486165,,0.049553845,
NYANZA,KAKAMEGA,SHINYALU,SAWA HANDWASH,15.9325,0.034567395,0.004245122,,0.036862512,
NYANZA,KAKAMEGA,SHINYALU,SAWA MILKING JELLY,277.2713333,0.060435023,0.006576124,,0.060452435,
NYANZA,KAKAMEGA,SHINYALU,SAWA PETROLLEUM JELLY,26.15875,0.079100052,0.009069343,66.6946847,0.079337458,5.291386753
NYANZA,KAKAMEGA,SHINYALU,SAWA SOAP,3119.326361,0.064031978,0.010538385,,0.064033323,
NYANZA,KAKAMEGA,SHINYALU,USHINDI BAR,605.375,0.097103823,0.007325341,54.97061151,0.097179916,5.342039425
NYANZA,KAKAMEGA,SHINYALU,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KAKAMEGA,SHINYALU,USHINDI LIQUID DISHWASH,17.59841667,0.012382276,0.001115088,,0.012527097,
NYANZA,KAKAMEGA,SHINYALU,USHINDI PASTE DISHWASH,28.4,0.042514425,0.002712201,,0.043095599,
NYANZA,KAKAMEGA,SHINYALU,WHITE WASH (PWANI OIL PRODUCTS),130.2,0.018773576,0.002635001,45.05765285,0.018923318,0.852640312
NYANZA,KAKAMEGA,SOY,4U SOAP,42,0.000806885,0.00065484,,0.00094124,
NYANZA,KAKAMEGA,SOY,BELLEZA (PWANI OIL PRODUCTS),17.92875,0.01610262,0.001535587,,0.016371078,
NYANZA,KAKAMEGA,SOY,DETREX,16.47555556,0.004244563,0.000299154,64.44629121,0.004265185,0.274875384
NYANZA,KAKAMEGA,SOY,FRESCO (PWANI OIL PRODUCTS),6.573875,0.01129744,0.00104328,,0.011646374,
NYANZA,KAKAMEGA,SOY,FRESH FRI,168.8618333,0.004168645,0.000363286,39.98659082,0.004190665,0.167570394
NYANZA,KAKAMEGA,SOY,FRYMATE,35,0.016798167,0.002359365,49.7624333,0.017798118,0.885677684
NYANZA,KAKAMEGA,SOY,NDUME,1653.2,0.024934233,0.001704078,15.33899468,0.024934233,0.38246607
NYANZA,KAKAMEGA,SOY,ONJA,23.5,0.017857143,0.002405384,53.79714347,0.01804569,0.970806582
NYANZA,KAKAMEGA,SOY,POPCO,42.764,0.003260856,0.000464069,42.35977946,0.00520786,0.220603808
NYANZA,KAKAMEGA,SOY,SALIT,937.334,0.014747816,0.000773054,33.40488856,0.014803272,0.494501638
NYANZA,KAKAMEGA,SOY,SAWA CANDLES,8,0.006824713,0.000511208,,0.007181329,
NYANZA,KAKAMEGA,SOY,SAWA GLYCERIN,33.90824306,0.011037764,0.001084893,,0.011058098,
NYANZA,KAKAMEGA,SOY,SAWA MILKING JELLY,51.12033333,0.01112725,0.001212436,,0.011145576,
NYANZA,KAKAMEGA,SOY,SAWA PETROLLEUM JELLY,0.31875,0.000709128,0.000110512,66.6946847,0.000966744,0.064476687
NYANZA,KAKAMEGA,SOY,SAWA SOAP,254.9413889,0.00523199,0.000861298,,0.00523342,
NYANZA,KAKAMEGA,SOY,USHINDI BAR,15.3,0.002372008,0.000185138,54.97061151,0.002456085,0.135012518
NYANZA,KAKAMEGA,SOY,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KAKAMEGA,SOY,USHINDI LIQUID DISHWASH,3.497833333,0.002343572,0.000221633,,0.002489866,
NYANZA,KAKAMEGA,SOY,USHINDI PASTE DISHWASH,0.6,0.000303674,5.73E-05,,0.00091047,
NYANZA,KAKAMEGA,SOY,WHITE WASH (PWANI OIL PRODUCTS),2.275,0.000178069,4.60E-05,45.05765285,0.000330649,0.014898285
NYANZA,KAKAMEGA,TURBO,BELLEZA (PWANI OIL PRODUCTS),3.2869375,0.002729258,0.000281524,,0.003001364,
NYANZA,KAKAMEGA,TURBO,DETREX,1.36,0.000331373,2.47E-05,64.44629121,0.000352076,0.02269001
NYANZA,KAKAMEGA,TURBO,FRESCO (PWANI OIL PRODUCTS),1.19525,0.001765225,0.000189687,,0.002117522,
NYANZA,KAKAMEGA,TURBO,FRESH FRI,15.59333333,0.000364878,3.35E-05,39.98659082,0.000386982,0.015474077
NYANZA,KAKAMEGA,TURBO,ONJA,1.25,0.000768049,0.000127946,53.79714347,0.000959877,0.051638648
NYANZA,KAKAMEGA,TURBO,SAWA GLYCERIN,4.363097222,0.001402353,0.000139597,,0.001422886,
NYANZA,KAKAMEGA,TURBO,SAWA MILKING JELLY,4.238333333,0.000905553,0.000100522,,0.000924068,
NYANZA,KAKAMEGA,TURBO,SAWA PETROLLEUM JELLY,0.34,0.000773595,0.000117879,66.6946847,0.001031194,0.068775132
NYANZA,KAKAMEGA,TURBO,SAWA SOAP,41.33443056,0.000847075,0.000139645,,0.00084851,
NYANZA,KAKAMEGA,TURBO,USHINDI BAR,9.8,0.001489027,0.000118585,54.97061151,0.001573179,0.086478606
NYANZA,KAKAMEGA,TURBO,USHINDI LIQUID DISHWASH,11.511,0.008048429,0.000729371,,0.008193886,
NYANZA,KAKAMEGA,TURBO,WHITE WASH (PWANI OIL PRODUCTS),3.675,0.000381577,7.44E-05,45.05765285,0.000534126,0.02406646
NYANZA,KISII,BOBASI,AFRISENSE,9.3475,0.030543642,0.002563074,62.1519591,0.031356664,1.948878113
NYANZA,KISII,BOBASI,BELLEZA (PWANI OIL PRODUCTS),82.07383333,0.074690684,0.007029577,,0.074943156,
NYANZA,KISII,BOBASI,DETREX,218.872,0.056641962,0.003974162,64.44629121,0.056661499,3.651623456
NYANZA,KISII,BOBASI,FRESCO (PWANI OIL PRODUCTS),47.41158333,0.083671668,0.007524264,,0.083995059,
NYANZA,KISII,BOBASI,FRESH FRI,8384.637,0.208065046,0.018038524,39.98659082,0.208082558,8.320512091
NYANZA,KISII,BOBASI,FRYMATE,166,0.083481802,0.011190131,49.7624333,0.084413933,4.20064273
NYANZA,KISII,BOBASI,MPISHI POA,11.51883333,0.003786251,0.000790254,49.67336696,0.00462375,0.229677218
NYANZA,KISII,BOBASI,NDUME,18690,0.281890163,0.019265197,15.33899468,0.281890163,4.323911715
NYANZA,KISII,BOBASI,ONJA,28.25,0.021505376,0.002891579,53.79714347,0.021693223,1.167033444
NYANZA,KISII,BOBASI,POPCO,712.74,0.085011166,0.007734554,42.35977946,0.086798481,3.676764523
NYANZA,KISII,BOBASI,POPCO BAR,50,0.005089059,0.002633519,,0.012626263,
NYANZA,KISII,BOBASI,SALIT,18958.773,0.299375572,0.015635995,33.40488856,0.299415007,10.00192494
NYANZA,KISII,BOBASI,SAWA BODY WASH,18.66,0.215977222,0.032398739,,0.248441141,
NYANZA,KISII,BOBASI,SAWA CANDLES,135.4,0.121228448,0.008652199,,0.121543986,
NYANZA,KISII,BOBASI,SAWA GLYCERIN,111.6629861,0.036395528,0.003572652,,0.036415341,
NYANZA,KISII,BOBASI,SAWA HANDWASH,42.655,0.096541714,0.011365178,,0.0986895,
NYANZA,KISII,BOBASI,SAWA MILKING JELLY,490.3502778,0.106892692,0.011629778,,0.106909243,
NYANZA,KISII,BOBASI,SAWA PETROLLEUM JELLY,10.43375,0.031395049,0.003617423,66.6946847,0.031644754,2.110536877
NYANZA,KISII,BOBASI,SAWA SOAP,1062.182722,0.02180301,0.003588496,,0.021804416,
NYANZA,KISII,BOBASI,USHINDI BAR,591.425,0.094864262,0.007156539,54.97061151,0.094940544,5.218939776
NYANZA,KISII,BOBASI,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KISII,BOBASI,USHINDI LIQUID DISHWASH,155.6003333,0.110630713,0.0098593,,0.110761128,
NYANZA,KISII,BOBASI,USHINDI PASTE DISHWASH,59.4,0.089583966,0.005672702,,0.090136571,
NYANZA,KISII,BOBASI,WHITE WASH (PWANI OIL PRODUCTS),62.875,0.008987041,0.001272471,45.05765285,0.009138277,0.411749306
NYANZA,KISII,BOMACHOGE BORABU,AFRISENSE,8.28,0.026959653,0.002270367,62.1519591,0.027775681,1.726313001
NYANZA,KISII,BOMACHOGE BORABU,BELLEZA (PWANI OIL PRODUCTS),47.41158333,0.043031295,0.004060775,,0.043292406,
NYANZA,KISII,BOMACHOGE BORABU,DETREX,198.16,0.051279936,0.003598085,64.44629121,0.051299584,3.306067948
NYANZA,KISII,BOMACHOGE BORABU,FRESCO (PWANI OIL PRODUCTS),43.72622917,0.077140335,0.006939395,,0.077466031,
NYANZA,KISII,BOMACHOGE BORABU,FRESH FRI,7265.459,0.180289655,0.015630749,39.98659082,0.180307781,7.209893459
NYANZA,KISII,BOMACHOGE BORABU,FRYMATE,1571,0.798676508,0.105901783,49.7624333,0.798881261,39.75427547
NYANZA,KISII,BOMACHOGE BORABU,MPISHI POA,37.698,0.014303615,0.002586286,49.67336696,0.015132272,0.751670895
NYANZA,KISII,BOMACHOGE BORABU,NDUME,45030,0.67916073,0.046415827,15.33899468,0.67916073,10.41764283
NYANZA,KISII,BOMACHOGE BORABU,ONJA,15.5,0.01171275,0.00158653,53.79714347,0.011902476,0.640319235
NYANZA,KISII,BOMACHOGE BORABU,POPCO,285.084,0.032828684,0.003093691,42.35977946,0.034717931,1.470643906
NYANZA,KISII,BOMACHOGE BORABU,POPCO BAR,540,0.129770992,0.02844201,,0.136363636,
NYANZA,KISII,BOMACHOGE BORABU,SALIT,42489.23367,0.671011944,0.035042428,33.40488856,0.671030461,22.41569778
NYANZA,KISII,BOMACHOGE BORABU,SAWA BODY WASH,9.33,0.086390889,0.01619937,,0.12422057,
NYANZA,KISII,BOMACHOGE BORABU,SAWA CANDLES,500.6,0.449173851,0.031988856,,0.449371634,
NYANZA,KISII,BOMACHOGE BORABU,SAWA GLYCERIN,118.0054097,0.038463951,0.003775578,,0.038483722,
NYANZA,KISII,BOMACHOGE BORABU,SAWA HANDWASH,24.15916667,0.053646526,0.00643707,,0.055896286,
NYANZA,KISII,BOMACHOGE BORABU,SAWA MILKING JELLY,296.0518889,0.064529753,0.007021547,,0.06454709,
NYANZA,KISII,BOMACHOGE BORABU,SAWA PETROLLEUM JELLY,7.16125,0.021467251,0.002482834,66.6946847,0.021719515,1.448576227
NYANZA,KISII,BOMACHOGE BORABU,SAWA SOAP,1583.216417,0.03249877,0.005348765,,0.032500161,
NYANZA,KISII,BOMACHOGE BORABU,USHINDI BAR,702.2,0.112648301,0.008496972,54.97061151,0.112723084,6.19645688
NYANZA,KISII,BOMACHOGE BORABU,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KISII,BOMACHOGE BORABU,USHINDI LIQUID DISHWASH,304.7329167,0.216803465,0.019308784,,0.216918311,
NYANZA,KISII,BOMACHOGE BORABU,USHINDI PASTE DISHWASH,23.8,0.035529912,0.002272901,,0.036115326,
NYANZA,KISII,BOMACHOGE BORABU,WHITE WASH (PWANI OIL PRODUCTS),22.575,0.003128929,0.000456875,45.05765285,0.003281059,0.147836828
NYANZA,KISII,BOMACHOGE CHACHE,AFRISENSE,1.28,0.003458087,0.000350975,62.1519591,0.004293825,0.266869643
NYANZA,KISII,BOMACHOGE CHACHE,BELLEZA (PWANI OIL PRODUCTS),17.43072917,0.015647744,0.001492932,,0.015916326,
NYANZA,KISII,BOMACHOGE CHACHE,DETREX,72.236,0.018680104,0.001311623,64.44629121,0.018700428,1.205173215
NYANZA,KISII,BOMACHOGE CHACHE,FRESCO (PWANI OIL PRODUCTS),23.20777083,0.040776699,0.003683096,,0.041115229,
NYANZA,KISII,BOMACHOGE CHACHE,FRESH FRI,3843.450333,0.095363372,0.008268714,39.98659082,0.095383375,3.81405599
NYANZA,KISII,BOMACHOGE CHACHE,FRYMATE,233,0.117587172,0.01570663,49.7624333,0.118484617,5.896082867
NYANZA,KISII,BOMACHOGE CHACHE,MPISHI POA,39.79233333,0.015145004,0.002729969,49.67336696,0.015972954,0.793430389
NYANZA,KISII,BOMACHOGE CHACHE,NDUME,14360,0.216583346,0.014801938,15.33899468,0.216583346,3.322170799
NYANZA,KISII,BOMACHOGE CHACHE,ONJA,9.25,0.006912442,0.0009468,53.79714347,0.007103091,0.382125995
NYANZA,KISII,BOMACHOGE CHACHE,POPCO,121.158,0.012826473,0.001314789,42.35977946,0.014754792,0.625009732
NYANZA,KISII,BOMACHOGE CHACHE,POPCO BAR,100,0.017811705,0.005267039,,0.025252525,
NYANZA,KISII,BOMACHOGE CHACHE,SALIT,12931.53883,0.204182389,0.010665114,33.40488856,0.204227182,6.822186265
NYANZA,KISII,BOMACHOGE CHACHE,SAWA BODY WASH,6.22,0.043195444,0.01079958,,0.082813714,
NYANZA,KISII,BOMACHOGE CHACHE,SAWA CANDLES,151.6,0.135775862,0.009687396,,0.136086176,
NYANZA,KISII,BOMACHOGE CHACHE,SAWA GLYCERIN,62.16786806,0.020253934,0.001989058,,0.020274078,
NYANZA,KISII,BOMACHOGE CHACHE,SAWA HANDWASH,8.224166667,0.016690374,0.002191282,,0.01902799,
NYANZA,KISII,BOMACHOGE CHACHE,SAWA MILKING JELLY,83.79455556,0.018251221,0.001987379,,0.018269415,
NYANZA,KISII,BOMACHOGE CHACHE,SAWA PETROLLEUM JELLY,3.93125,0.011668386,0.00136298,66.6946847,0.011923176,0.795212469
NYANZA,KISII,BOMACHOGE CHACHE,SAWA SOAP,528.6519167,0.01085071,0.001786007,,0.010852131,
NYANZA,KISII,BOMACHOGE CHACHE,USHINDI BAR,294.95,0.047267575,0.003569043,54.97061151,0.047347869,2.602741323
NYANZA,KISII,BOMACHOGE CHACHE,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KISII,BOMACHOGE CHACHE,USHINDI LIQUID DISHWASH,49.25241667,0.034917876,0.00312078,,0.035059393,
NYANZA,KISII,BOMACHOGE CHACHE,USHINDI PASTE DISHWASH,28.2,0.04221075,0.002693101,,0.042792109,
NYANZA,KISII,BOMACHOGE CHACHE,WHITE WASH (PWANI OIL PRODUCTS),34.45,0.00485511,0.000697203,45.05765285,0.005006976,0.225602602
NYANZA,KISII,BONCHARI,AFRISENSE,0.25,0,6.85E-05,62.1519591,0.000838638,0.052122977
NYANZA,KISII,BONCHARI,BELLEZA (PWANI OIL PRODUCTS),34.16422917,0.030931587,0.002926147,,0.031195998,
NYANZA,KISII,BONCHARI,DETREX,591.684,0.153157387,0.010743486,64.44629121,0.153174925,9.871555853
NYANZA,KISII,BONCHARI,DIVA (PWANI OIL PRODUCTS),21.1,0.115298088,0.019183911,54.30539415,0.118273543,6.422891348
NYANZA,KISII,BONCHARI,FRESCO (PWANI OIL PRODUCTS),23.307375,0.040953222,0.003698903,,0.041291689,
NYANZA,KISII,BONCHARI,FRESH FRI,8228.202833,0.204182715,0.017701975,39.98659082,0.204200312,8.165274318
NYANZA,KISII,BONCHARI,FRYMATE,29,0.013743955,0.001954902,49.7624333,0.014747012,0.733847224
NYANZA,KISII,BONCHARI,MPISHI POA,54.35566667,0.020995759,0.003729092,49.67336696,0.02181879,1.083812739
NYANZA,KISII,BONCHARI,NDUME,66302.42,1,0.068342919,15.33899468,1,15.33899468
NYANZA,KISII,BONCHARI,ONJA,30.75,0.023425499,0.003147471,53.79714347,0.023612978,1.27031074
NYANZA,KISII,BONCHARI,POPCO,1167.208,0.140465242,0.012666376,42.35977946,0.142144234,6.021198425
NYANZA,KISII,BONCHARI,POPCO BAR,300,0.06870229,0.015801117,,0.075757576,
NYANZA,KISII,BONCHARI,POPCO LAUNDRY SOAP,20,0,0.051072523,,0.2,
NYANZA,KISII,BONCHARI,SALIT,53354.21167,0.842611687,0.044003174,33.40488856,0.842620546,28.14764543
NYANZA,KISII,BONCHARI,SAWA CANDLES,225.4,0.202047414,0.014403292,,0.202333932,
NYANZA,KISII,BONCHARI,SAWA GLYCERIN,106.9355069,0.034853779,0.003421397,,0.034873624,
NYANZA,KISII,BONCHARI,SAWA HANDWASH,1.0275,0,0.000273771,,0.002377294,
NYANZA,KISII,BONCHARI,SAWA MILKING JELLY,228.6041667,0.049824105,0.00542187,,0.049841714,
NYANZA,KISII,BONCHARI,SAWA PETROLLEUM JELLY,6.73625,0.020177927,0.002335485,66.6946847,0.020430523,1.362607312
NYANZA,KISII,BONCHARI,SAWA SOAP,2333.617917,0.047902984,0.007883934,,0.047904352,
NYANZA,KISII,BONCHARI,USHINDI BAR,862.925,0.138451412,0.010441826,54.97061151,0.138524021,7.614750147
NYANZA,KISII,BONCHARI,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KISII,BONCHARI,USHINDI LIQUID DISHWASH,155.4076667,0.110493547,0.009847092,,0.110623981,
NYANZA,KISII,BONCHARI,USHINDI PASTE DISHWASH,115.8,0.175220164,0.011058904,,0.175720789,
NYANZA,KISII,BONCHARI,WHITE WASH (PWANI OIL PRODUCTS),895.05,0.129954138,0.018114112,45.05765285,0.130086914,5.861410991
NYANZA,KISII,KILGORIS,AFRISENSE,0.5,0.000839342,0.000137099,62.1519591,0.001677275,0.104245954
NYANZA,KISII,KILGORIS,BELLEZA (PWANI OIL PRODUCTS),6.474270833,0.005640466,0.000554518,,0.005911778,
NYANZA,KISII,KILGORIS,DETREX,21.12,0.00544694,0.000383486,64.44629121,0.005467537,0.35236251
NYANZA,KISII,KILGORIS,FRESCO (PWANI OIL PRODUCTS),8.565958333,0.014827891,0.001359426,,0.015175578,
NYANZA,KISII,KILGORIS,FRESH FRI,547.0925,0.013555449,0.001177003,39.98659082,0.013577261,0.542908388
NYANZA,KISII,KILGORIS,FRYMATE,2.5,0.000254518,0.000168526,49.7624333,0.001271294,0.063262692
NYANZA,KISII,KILGORIS,MPISHI POA,4.188666667,0.000841389,0.000287365,49.67336696,0.001681364,0.083518988
NYANZA,KISII,KILGORIS,ONJA,3,0.002112135,0.00030707,53.79714347,0.002303705,0.123932755
NYANZA,KISII,KILGORIS,SALIT,186.2203333,0.002884845,0.000153583,33.40488856,0.002940969,0.098242739
NYANZA,KISII,KILGORIS,SAWA CANDLES,2,0.001436782,0.000127802,,0.001795332,
NYANZA,KISII,KILGORIS,SAWA GLYCERIN,18.96570139,0.006164627,0.000606807,,0.006185062,
NYANZA,KISII,KILGORIS,SAWA HANDWASH,4.625833333,0.008345187,0.001232527,,0.010702642,
NYANZA,KISII,KILGORIS,SAWA MILKING JELLY,18.19461111,0.003948444,0.000431527,,0.003966903,
NYANZA,KISII,KILGORIS,SAWA PETROLLEUM JELLY,7.055,0.02114492,0.002445997,66.6946847,0.021397267,1.427083998
NYANZA,KISII,KILGORIS,SAWA SOAP,109.3526667,0.00224335,0.000369439,,0.002244784,
NYANZA,KISII,KILGORIS,USHINDI BAR,47.875,0.007601663,0.000579312,54.97061151,0.0076853,0.422465641
NYANZA,KISII,KILGORIS,USHINDI DETERGENT,0,0,,61.56176694,,
NYANZA,KISII,KILGORIS,USHINDI LIQUID DISHWASH,22.09708333,0.015585035,0.001400137,,0.015729387,
NYANZA,KISII,KILGORIS,USHINDI PASTE DISHWASH,8,0.01153963,0.000764,,0.012139605,
NYANZA,KISII,KILGORIS,WHITE WASH (PWANI OIL PRODUCTS),12.95,0.001729815,0.000262083,45.05765285,0.001882158,0.084805622
NYANZA,KISII,KITUTU CHACHE NORTH,AFRISENSE,1.8475,0.005363393,0.000506582,62.1519591,0.006197533,0.385188801
NYANZA,KISII,KITUTU CHACHE NORTH,BELLEZA (PWANI OIL PRODUCTS),10.85685417,0.009643377,0.000929883,,0.009913597,
NYANZA,KISII,KITUTU CHACHE NORTH,DETREX,34.16,0.0088228,0.000620259,64.44629121,0.008843328,0.569919666
NYANZA,KISII,KITUTU CHACHE NORTH,FRESCO (PWANI OIL PRODUCTS),4.880604167,0.008296558,0.000774557,,0.00864655,
NYANZA,KISII,KITUTU CHACHE NORTH,FRESH FRI,1184.640167,0.029377897,0.002548609,39.98659082,0.029399359,1.175580151
NYANZA,KISII,KITUTU CHACHE NORTH,NDUME,300,0.004524722,0.000309233,15.33899468,0.004524722,0.069404682
NYANZA,KISII,KITUTU CHACHE NORTH,ONJA,8.25,0.006144393,0.000844443,53.79714347,0.006335189,0.340815077
NYANZA,KISII,KITUTU CHACHE NORTH,RAINBOW WASHING POWDER,1.5,0.00665075,0.00553669,,0.012711864,
NYANZA,KISII,KITUTU CHACHE NORTH,SALIT,490.5018333,0.007690619,0.000404535,33.40488856,0.007746472,0.258770044
NYANZA,KISII,KITUTU CHACHE NORTH,SAWA CANDLES,3.4,0.002693966,0.000217264,,0.003052065,
NYANZA,KISII,KITUTU CHACHE NORTH,SAWA GLYCERIN,20.79419444,0.006760945,0.000665309,,0.006781367,
NYANZA,KISII,KITUTU CHACHE NORTH,SAWA HANDWASH,21.07,0.046482189,0.00561398,,0.048748981,
NYANZA,KISII,KITUTU CHACHE NORTH,SAWA MILKING JELLY,31.8835,0.006933037,0.00075619,,0.006951441,
